code,name,market,volume_ratio,price_change_pct,score
025980,아난티,KOSDAQ,29.53,18.89,38.98
403870,HPSP,KOSDAQ,2.57,7.15,6.14
085620,미래에셋생명,KOSPI,2.43,5.73,5.3
