code,name,market,sector,is_growth,volume_ratio,per,pbr,score
041190,우리기술투자,KOSDAQ,우량기업부,False,18.06,4.79,0.68,37.7
036830,솔브레인홀딩스,KOSDAQ,우량기업부,False,2.1,1.8,0.5,11.65
