code,name,market,sector,price,price_change_pct,volume_ratio,value_ratio,volatility_ratio,pct_from_high,supply_demand_score,composite_score,ai_score
204270,제이앤티씨,KOSDAQ,중견기업부,22950,2.23,1.86,2.14,1.24,9.11,0.0,11.33,0.0
