code,name,market,sector,price,price_change_pct,volume_ratio,value_ratio,volatility_ratio,pct_from_high,supply_demand_score,composite_score,ai_score
053800,안랩,KOSDAQ,기타,68800,2.23,1.87,2.06,1.38,1.43,0.0,19.01,0.0
