code,name,market,volume_ratio,price_change_pct,score
124500,아이티센글로벌,KOSDAQ,4.32,19.57,14.1
476830,알지노믹스,KOSDAQ,4.02,19.3,13.68
237690,에스티팜,KOSDAQ,5.89,9.97,10.87
085620,미래에셋생명,KOSPI,2.14,9.98,7.13
