code,name,market,volume_ratio,price_change_pct,score
008930,한미사이언스,KOSPI,18.98,25.7,31.83
128940,한미약품,KOSPI,6.07,29.96,21.05
124500,아이티센글로벌,KOSDAQ,7.48,16.44,15.7
036830,솔브레인홀딩스,KOSDAQ,2.44,17.52,11.21
066970,엘앤에프,KOSPI,2.62,16.36,10.8
100790,미래에셋벤처투자,KOSDAQ,3.02,9.52,7.77
060250,NHN KCP,KOSDAQ,3.41,8.39,7.6
096530,씨젠,KOSDAQ,3.89,5.41,6.59
028670,팬오션,KOSPI,2.35,8.03,6.37
195940,HK이노엔,KOSDAQ,2.03,7.68,5.87
115180,큐리언트,KOSDAQ,2.07,6.25,5.2
