code,name,market,price,volume_ratio,price_change_pct,score
145020,휴젤,KOSDAQ,215000,5.4,-7.33,9.07
007660,이수페타시스,KOSPI,102400,4.63,-4.3,6.78
021240,코웨이,KOSPI,101500,2.57,-6.37,5.75
267250,HD현대,KOSPI,212000,2.83,-5.36,5.5
032640,LG유플러스,KOSPI,14190,3.75,-3.27,5.39
282330,BGF리테일,KOSPI,137600,2.6,-4.18,4.69
0009K0,에임드바이오,KOSDAQ,21650,3.0,-3.13,4.56
