code,name,market,volume_ratio,price_change_pct,score
067310,하나마이크론,KOSDAQ,4.13,7.1,7.68
011200,HMM,KOSPI,4.27,6.59,7.56
007660,이수페타시스,KOSPI,2.09,7.64,5.91
403870,HPSP,KOSDAQ,2.93,5.57,5.72
257720,실리콘투,KOSDAQ,2.71,3.85,4.64
