code,name,market,sector,is_growth,price,volume_ratio,per,pbr,score
041190,우리기술투자,KOSDAQ,기타,False,6120,2.15,4.13,0.59,5.21
005440,현대지에프홀딩스,KOSPI,기타,False,13220,1.88,4.99,0.51,3.77
