code,name,market,sector,price,price_change_pct,volume_ratio,value_ratio,volatility_ratio,pct_from_high,supply_demand_score,composite_score,ai_score
033780,KT&G,KOSPI,기타,176300,1.56,1.78,1.81,2.22,7.94,0.0,11.82,30.0
232140,와이씨,KOSDAQ,기타,14300,0.07,2.82,3.26,1.29,8.04,0.0,16.59,50.0
