code,name,market,volume_ratio,price_change_pct,score
086900,메디톡스,KOSDAQ,7.09,-3.09,8.64
445680,큐리옥스바이오시스템즈,KOSDAQ,3.49,-4.44,5.71
397030,에이프릴바이오,KOSDAQ,2.57,-3.45,4.29
