code,name,market,sector,price,price_change_pct,volume_ratio,value_ratio,volatility_ratio,pct_from_high,supply_demand_score,composite_score,ai_score
252990,샘씨엔에스,KOSDAQ,우량기업부,16160,2.41,3.08,3.57,1.58,6.32,0.0,19.76,0.0
