code,name,market,volume_ratio,price_change_pct,score
086450,동국제약,KOSDAQ,3.35,15.34,11.02
096530,씨젠,KOSDAQ,3.16,11.76,9.03
041190,우리기술투자,KOSDAQ,4.64,5.7,7.49
088350,한화생명,KOSPI,2.03,8.58,6.32
023160,태광,KOSDAQ,3.37,5.77,6.26
060250,NHN KCP,KOSDAQ,2.29,7.1,5.83
192820,코스맥스,KOSPI,2.03,7.07,5.57
014620,성광벤드,KOSDAQ,2.44,5.64,5.26
