code,name,market,sector,price,price_change_pct,volume_ratio,value_ratio,volatility_ratio,pct_from_high,supply_demand_score,composite_score,ai_score
053800,안랩,KOSDAQ,우량기업부,65500,2.34,4.96,5.39,2.36,6.16,0.0,26.99,0.0
