code,name,market,volume_ratio,price_change_pct,score
293490,카카오게임즈,KOSDAQ,6.58,12.15,12.66
033790,피노,KOSDAQ,5.64,5.48,8.38
089860,롯데렌탈,KOSPI,2.58,8.55,6.86
020150,롯데에너지머티리얼즈,KOSPI,4.1,5.42,6.81
096770,SK이노베이션,KOSPI,2.45,7.81,6.36
