code,name,market,price,volume_ratio,price_change_pct,score
145020,휴젤,KOSDAQ,190300,5.26,-8.29,9.4
475830,오름테라퓨틱,KOSDAQ,25600,4.43,-3.58,6.22
352820,하이브,KOSPI,157100,2.15,-3.86,4.08
