code,name,market,price,volume_ratio,price_change_pct,score
052020,에스티큐브,KOSDAQ,7390,4.16,-7.28,7.8
298380,에이비엘바이오,KOSDAQ,59800,4.02,-6.27,7.15
101730,위메이드맥스,KOSDAQ,4895,3.37,-5.87,6.31
131970,두산테스나,KOSDAQ,74900,2.04,-8.1,6.09
