code,name,market,sector,is_growth,price,volume_ratio,per,pbr,score
024110,기업은행,KOSPI,기타,False,20450,1.75,6.41,0.45,2.73
005850,에스엘,KOSPI,기타,False,48550,1.62,7.16,0.87,2.27
