code,name,market,sector,price,price_change_pct,volume_ratio,value_ratio,volatility_ratio,pct_from_high,supply_demand_score,composite_score,ai_score
035760,CJ ENM,KOSDAQ,중견기업부,37800,2.58,1.76,1.99,1.36,2.58,0.0,17.5,0.0
