code,name,market,sector,price,price_change_pct,volume_ratio,value_ratio,volatility_ratio,pct_from_high,supply_demand_score,composite_score,ai_score
080580,오킨스전자,KOSDAQ,벤처기업부,22000,2.09,1.93,2.17,1.28,3.3,0.0,17.38,0.0
